Taxonomy,Concept,Unit,Value,Start,End,Accession,Fiscal Year,Fiscal Period,Form,Filed Date,Frame
us-gaap,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,USD,71697000000.0,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,AccumulatedOtherComprehensiveIncomeLossNetOfTax,USD,-11452000000.0,,2023-09-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,
us-gaap,AccumulatedOtherComprehensiveIncomeLossNetOfTax,USD,-11452000000.0,,2023-09-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,AccumulatedOtherComprehensiveIncomeLossNetOfTax,USD,-9378000000.0,,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4I
us-gaap,AccumulatedOtherComprehensiveIncomeLossNetOfTax,USD,-8960000000.0,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,AllocatedShareBasedCompensationExpense,USD,2905000000.0,2022-09-25,2022-12-31,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2022Q4
us-gaap,AllocatedShareBasedCompensationExpense,USD,5591000000.0,2022-09-25,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,AllocatedShareBasedCompensationExpense,USD,2686000000.0,2023-01-01,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2023Q1
us-gaap,AllocatedShareBasedCompensationExpense,USD,2997000000.0,2023-10-01,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4
us-gaap,AllocatedShareBasedCompensationExpense,USD,5961000000.0,2023-10-01,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,AllocatedShareBasedCompensationExpense,USD,2964000000.0,2023-12-31,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1
us-gaap,Assets,USD,352583000000.0,,2023-09-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,
us-gaap,Assets,USD,352583000000.0,,2023-09-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,Assets,USD,353514000000.0,,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4I
us-gaap,Assets,USD,337411000000.0,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,AssetsCurrent,USD,143566000000.0,,2023-09-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,
us-gaap,AssetsCurrent,USD,143566000000.0,,2023-09-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,AssetsCurrent,USD,143692000000.0,,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4I
us-gaap,AssetsCurrent,USD,128416000000.0,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,AssetsNoncurrent,USD,209017000000.0,,2023-09-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,
us-gaap,AssetsNoncurrent,USD,209017000000.0,,2023-09-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,AssetsNoncurrent,USD,209822000000.0,,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4I
us-gaap,AssetsNoncurrent,USD,208995000000.0,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenFairValue,USD,17113000000.0,,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4I
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenFairValue,USD,18092000000.0,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,USD,9368000000.0,,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4I
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,USD,9108000000.0,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveFairValue,USD,72994000000.0,,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4I
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveFairValue,USD,67987000000.0,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate,USD,99475000000.0,,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4I
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate,USD,95187000000.0,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,CashAndCashEquivalentsAtCarryingValue,USD,29965000000.0,,2023-09-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,
us-gaap,CashAndCashEquivalentsAtCarryingValue,USD,29965000000.0,,2023-09-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,CashAndCashEquivalentsAtCarryingValue,USD,40760000000.0,,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4I
us-gaap,CashAndCashEquivalentsAtCarryingValue,USD,32695000000.0,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,USD,24977000000.0,,2022-09-24,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,USD,24977000000.0,,2022-09-24,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,USD,21974000000.0,,2022-12-31,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2022Q4I
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,USD,27129000000.0,,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2023Q1I
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,USD,30737000000.0,,2023-09-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,USD,30737000000.0,,2023-09-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,USD,41974000000.0,,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4I
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,USD,33921000000.0,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,USD,-3003000000.0,2022-09-25,2022-12-31,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2022Q4
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,USD,2152000000.0,2022-09-25,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,USD,11237000000.0,2023-10-01,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,USD,3184000000.0,2023-10-01,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,CommercialPaper,USD,5985000000.0,,2023-09-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,
us-gaap,CommercialPaper,USD,5985000000.0,,2023-09-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,CommercialPaper,USD,1998000000.0,,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4I
us-gaap,CommercialPaper,USD,1997000000.0,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,CommonStockDividendsPerShareDeclared,USD/shares,0.23,2022-09-25,2022-12-31,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2022Q4
us-gaap,CommonStockDividendsPerShareDeclared,USD/shares,0.46,2022-09-25,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,CommonStockDividendsPerShareDeclared,USD/shares,0.23,2023-01-01,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2023Q1
us-gaap,CommonStockDividendsPerShareDeclared,USD/shares,0.24,2023-10-01,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4
us-gaap,CommonStockDividendsPerShareDeclared,USD/shares,0.48,2023-10-01,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,CommonStockDividendsPerShareDeclared,USD/shares,0.24,2023-12-31,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1
us-gaap,CommonStockParOrStatedValuePerShare,USD/shares,1e-05,,2023-09-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,
us-gaap,CommonStockParOrStatedValuePerShare,USD/shares,1e-05,,2023-09-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,CommonStockParOrStatedValuePerShare,USD/shares,1e-05,,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4I
us-gaap,CommonStockParOrStatedValuePerShare,USD/shares,1e-05,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,CommonStockSharesAuthorized,shares,50400000000.0,,2023-09-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,
us-gaap,CommonStockSharesAuthorized,shares,50400000000.0,,2023-09-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,CommonStockSharesAuthorized,shares,50400000000.0,,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4I
us-gaap,CommonStockSharesAuthorized,shares,50400000000.0,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,CommonStockSharesIssued,shares,15550061000.0,,2023-09-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,
us-gaap,CommonStockSharesIssued,shares,15550061000.0,,2023-09-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,CommonStockSharesIssued,shares,15460223000.0,,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4I
us-gaap,CommonStockSharesIssued,shares,15337686000.0,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,CommonStockSharesOutstanding,shares,15550061000.0,,2023-09-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,
us-gaap,CommonStockSharesOutstanding,shares,15550061000.0,,2023-09-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,CommonStockSharesOutstanding,shares,15460223000.0,,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4I
us-gaap,CommonStockSharesOutstanding,shares,15337686000.0,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,CommonStocksIncludingAdditionalPaidInCapital,USD,73812000000.0,,2023-09-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,
us-gaap,CommonStocksIncludingAdditionalPaidInCapital,USD,73812000000.0,,2023-09-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,CommonStocksIncludingAdditionalPaidInCapital,USD,75236000000.0,,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4I
us-gaap,CommonStocksIncludingAdditionalPaidInCapital,USD,78815000000.0,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,ComprehensiveIncomeNetOfTax,USD,28195000000.0,2022-09-25,2022-12-31,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2022Q4
us-gaap,ComprehensiveIncomeNetOfTax,USD,53521000000.0,2022-09-25,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,ComprehensiveIncomeNetOfTax,USD,25326000000.0,2023-01-01,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2023Q1
us-gaap,ComprehensiveIncomeNetOfTax,USD,35990000000.0,2023-10-01,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4
us-gaap,ComprehensiveIncomeNetOfTax,USD,60044000000.0,2023-10-01,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,ComprehensiveIncomeNetOfTax,USD,24054000000.0,2023-12-31,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1
us-gaap,ContractWithCustomerLiability,USD,12100000000.0,,2023-09-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,
us-gaap,ContractWithCustomerLiability,USD,12100000000.0,,2023-09-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,ContractWithCustomerLiability,USD,12500000000.0,,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4I
us-gaap,ContractWithCustomerLiability,USD,12600000000.0,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,ContractWithCustomerLiabilityCurrent,USD,8061000000.0,,2023-09-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,
us-gaap,ContractWithCustomerLiabilityCurrent,USD,8061000000.0,,2023-09-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,ContractWithCustomerLiabilityCurrent,USD,8264000000.0,,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4I
us-gaap,ContractWithCustomerLiabilityCurrent,USD,8012000000.0,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,ContractWithCustomerLiabilityRevenueRecognized,USD,3400000000.0,2022-09-25,2022-12-31,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2022Q4
us-gaap,ContractWithCustomerLiabilityRevenueRecognized,USD,5500000000.0,2022-09-25,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,ContractWithCustomerLiabilityRevenueRecognized,USD,3500000000.0,2023-01-01,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2023Q1
us-gaap,ContractWithCustomerLiabilityRevenueRecognized,USD,3500000000.0,2023-10-01,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4
us-gaap,ContractWithCustomerLiabilityRevenueRecognized,USD,5100000000.0,2023-10-01,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,ContractWithCustomerLiabilityRevenueRecognized,USD,3300000000.0,2023-12-31,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1
us-gaap,CostOfGoodsAndServicesSold,USD,66822000000.0,2022-09-25,2022-12-31,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2022Q4
us-gaap,CostOfGoodsAndServicesSold,USD,119682000000.0,2022-09-25,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,CostOfGoodsAndServicesSold,USD,52860000000.0,2023-01-01,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2023Q1
us-gaap,CostOfGoodsAndServicesSold,USD,64720000000.0,2023-10-01,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4
us-gaap,CostOfGoodsAndServicesSold,USD,113202000000.0,2023-10-01,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,CostOfGoodsAndServicesSold,USD,48482000000.0,2023-12-31,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1
us-gaap,DebtSecuritiesAvailableForSaleRestricted,USD,13800000000.0,,2023-09-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,
us-gaap,DebtSecuritiesAvailableForSaleRestricted,USD,13800000000.0,,2023-09-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,DebtSecuritiesAvailableForSaleRestricted,USD,13900000000.0,,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4I
us-gaap,DebtSecuritiesAvailableForSaleRestricted,USD,14000000000.0,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,DepreciationDepletionAndAmortization,USD,2916000000.0,2022-09-25,2022-12-31,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2022Q4
us-gaap,DepreciationDepletionAndAmortization,USD,5814000000.0,2022-09-25,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,DepreciationDepletionAndAmortization,USD,2848000000.0,2023-10-01,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4
us-gaap,DepreciationDepletionAndAmortization,USD,5684000000.0,2023-10-01,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,EarningsPerShareBasic,USD/shares,1.89,2022-09-25,2022-12-31,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2022Q4
us-gaap,EarningsPerShareBasic,USD/shares,3.42,2022-09-25,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,EarningsPerShareBasic,USD/shares,1.53,2023-01-01,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2023Q1
us-gaap,EarningsPerShareBasic,USD/shares,2.19,2023-10-01,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4
us-gaap,EarningsPerShareBasic,USD/shares,3.72,2023-10-01,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,EarningsPerShareBasic,USD/shares,1.53,2023-12-31,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1
us-gaap,EarningsPerShareDiluted,USD/shares,1.88,2022-09-25,2022-12-31,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2022Q4
us-gaap,EarningsPerShareDiluted,USD/shares,3.41,2022-09-25,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,EarningsPerShareDiluted,USD/shares,1.52,2023-01-01,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2023Q1
us-gaap,EarningsPerShareDiluted,USD/shares,2.18,2023-10-01,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4
us-gaap,EarningsPerShareDiluted,USD/shares,3.71,2023-10-01,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,EarningsPerShareDiluted,USD/shares,1.53,2023-12-31,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1
us-gaap,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,USD,1178000000.0,2022-09-25,2022-12-31,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2022Q4
us-gaap,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,USD,1798000000.0,2022-09-25,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,USD,620000000.0,2023-01-01,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2023Q1
us-gaap,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,USD,1235000000.0,2023-10-01,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4
us-gaap,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,USD,1898000000.0,2023-10-01,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,USD,663000000.0,2023-12-31,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1
us-gaap,GrossProfit,USD,50332000000.0,2022-09-25,2022-12-31,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2022Q4
us-gaap,GrossProfit,USD,92308000000.0,2022-09-25,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,GrossProfit,USD,41976000000.0,2023-01-01,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2023Q1
us-gaap,GrossProfit,USD,54855000000.0,2023-10-01,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4
us-gaap,GrossProfit,USD,97126000000.0,2023-10-01,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,GrossProfit,USD,42271000000.0,2023-12-31,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1
us-gaap,HedgedAssetFairValueHedge,USD,14433000000.0,,2023-09-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,
us-gaap,HedgedAssetFairValueHedge,USD,14433000000.0,,2023-09-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,HedgedAssetFairValueHedge,USD,15102000000.0,,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4I
us-gaap,HedgedAssetFairValueHedge,USD,15045000000.0,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,HedgedLiabilityFairValueHedge,USD,18247000000.0,,2023-09-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,
us-gaap,HedgedLiabilityFairValueHedge,USD,18247000000.0,,2023-09-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,HedgedLiabilityFairValueHedge,USD,18661000000.0,,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4I
us-gaap,HedgedLiabilityFairValueHedge,USD,16817000000.0,,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1I
us-gaap,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,USD,35623000000.0,2022-09-25,2022-12-31,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2022Q4
us-gaap,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,USD,64005000000.0,2022-09-25,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,USD,28382000000.0,2023-01-01,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2023Q1
us-gaap,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,USD,40323000000.0,2023-10-01,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4
us-gaap,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,USD,68381000000.0,2023-10-01,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,USD,28058000000.0,2023-12-31,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1
us-gaap,IncomeTaxExpenseBenefit,USD,5625000000.0,2022-09-25,2022-12-31,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2022Q4
us-gaap,IncomeTaxExpenseBenefit,USD,9847000000.0,2022-09-25,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,IncomeTaxExpenseBenefit,USD,4222000000.0,2023-01-01,2023-04-01,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2023Q1
us-gaap,IncomeTaxExpenseBenefit,USD,6407000000.0,2023-10-01,2023-12-30,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2023Q4
us-gaap,IncomeTaxExpenseBenefit,USD,10829000000.0,2023-10-01,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,
us-gaap,IncomeTaxExpenseBenefit,USD,4422000000.0,2023-12-31,2024-03-30,0000320193-24-000069,2024,Q2,10-Q,2024-05-03,CY2024Q1
us-gaap,IncomeTaxesPaidNet,USD,828000000.0,2022-09-25,2022-12-31,0000320193-24-000006,2024,Q1,10-Q,2024-02-02,CY2022Q4
